label,text
1,"Longitudinal study on the effects of growth-promoting and therapeutic antibiotics on the dynamics of chicken cloacal and litter microbiomes and resistomes. Therapeutic and growth-promoting antibiotics are frequently used in broiler production. Indirect evidence indicates that these practices are linked to the proliferation of antimicrobial resistance (AMR), the spread of antibiotic-resistant bacteria from food animals to humans, and the environment, but there is a lack of comprehensive experimental data supporting this. We investigated the effects of growth promotor (bacitracin) and therapeutic (enrofloxacin) antibiotic administration on AMR in broilers for the duration of a production cycle, using a holistic approach that integrated both culture-dependent and culture-independent methods. We specifically focused on pathogen-harboring families (Enterobacteriaceae, Enterococcaceae, and Staphylococcaceae)."
1,"ESBL-Producing, Carbapenem- and Ciprofloxacin-Resistant  in Belgian and Dutch Broiler and Pig Farms: A Cross-Sectional and Cross-Border Study. The use of antibiotics in food production selects for resistant bacteria and may cause a threat to human and animal health. Belgium and the Netherlands have one of the highest densities of broilers and pigs in Europe, making active monitoring of antibiotic use and resistance in this region vital."
1,"Escherichia coli and Serratia fonticola ESBLs as a potential source of antibiotics resistance dissemination in the Tricity water reservoirs. Despite the fact that cephalosporins are rarely used in medical or veterinary treatment, the presence of Enterobacterales strains resistant to this group of anti-bacterial drugs (ESBL) is an important issue that requires attention. Between 2019 and 2021, 14 retention reservoirs, 12 streams, 3 rivers and 1 lake situated in the Tricity area (in northern Poland) were sampled for the presence of ESBL strains. Out of 40 water samples, characteristic growth (E. coli and the KESC group) on Chromagar ESBL plates was observed for 33 samples. The average number of ESBL E. coli was 42±132 CFU/100 ml, while the KESC group was 73±147 CFU/100 ml. Out of 33 positive samples, 57 ESBL Enterobacterales strains were isolated, of which the most abundant species were E. coli (13 isolates) and S. fonticola (23 isolates). The E. coli ESBL isolates not only showed resistance to third generation cephalosporins but also to antibiotics from other groups, such as fluoroquinolones, aminoglycosides and sulfonamides. The S. fonticola ESBL isolates were also found to be mainly resistant to the third generation cephalosporins, with the exception of 5 imipenem and 2 ertapenem-resistant strains. These strains presented highly diverse fingerprinting profiles, as well as significant differences in phenotypic traits helpful for survival in the environment, such as biofilm formation and motility. Moreover, biofilm formation and the swimming ability were species and temperature dependent. We confirmed the presence of highly diverse ESBL strains with multiple drug resistance patterns in the Tricity water reservoirs. This could possibly pose a threat to human health and create a suitable ground for acquiring antibiotics resistance in the natural environment."
1,"High ESBL-E colonization rate among children in Gabon: a follow-up study. A previous study conducted in Gabon, Central Africa, in 2010/11 found a high colonization rate with extended-spectrum β-lactamase-producing enterobacterales (ESBL-E) among children of ~34 %. Eight years later, we aimed to reassess the ESBL-E rate and previously identified risk factors for colonization in children from Gabon. We conducted a cross-sectional cohort study in 2018 on 92 outpatients under 5 years of age with diarrhoea in Lambaréné, Gabon, in whom a rectal swab was obtained at the initial medical encounter (baseline). Fifty-eight of these provided a further rectal swab 1 week afterwards. ESBL-E colonization was assessed [following the European Committee on Antimicrobial Susceptibility Testing (EUCAST)], and in confirmed ESBL-E isolates the susceptibility to meropenem and the prevalence of the most abundant ESBL genes,  ,  , and  , were investigated. At baseline, the ESBL-E colonization rate was 57 % (52/92; 95 % CI: 46-67). Hospitalization during the previous year, chicken consumption in the past week and young age were identified as independent risk factors for ESBL-E colonization at baseline. On day 7, the ESBL-E carriage rate was 72 % (42/58; 95 % CI: 59-83). All ESBL-E isolates (=293) were susceptible to meropenem and   was the most frequently detected β-lactamase gene. The ESBL-E colonization rate among children from Gabon is alarmingly high, with indications of further increase over recent years. While all ESBL-E strains remain currently susceptible to meropenem, in practice no adequate treatment is available locally for severe infections with such isolates. It is thus of the utmost importance to invest in improved hospital infection prevention and control measures to combat ESBL-E effectively."
1,"Synthesis and Characterization of Carbon Dots Coated CaCO Nanocarrier for Levofloxacin Against Multidrug Resistance Extended-Spectrum Beta-Lactamase  of Urinary Tract Infection Origin. The multidrug resistance (MDR)  having Extended-Spectrum Beta-Lactamase (ESBL) genes and the capacity to create a biofilm acts as a major reduction in the therapeutic effectiveness of antimicrobials. In search of a novel nanocarrier (NC) for targeted delivery of antibiotics, carbon dots (CDs) coated calcium carbonate nanocarriers (CCNC) from organic chicken eggshells conjugated with levofloxacin (Lvx) were synthesized. Our main objectives were to explore the antimicrobial, antibiofilm, and NC potential of CDs coated CaCO Nanocarrier conjugated with levofloxacin (CD-CCNC-Lvx) to combat biofilm-producing MDR ESBL  of urinary tract infection origin. The synthesized NC system was physiochemically characterized, validating the synthesis of CCNC and CD-CCNC-Lvx with a particle size of 56 and 14 nm, respectively. Scanning electron microscopy (SEM) showed rod shape morphology. X-ray diffraction results discovered crystalline and dispersed nanoparticles.  release drug kinetics illustrated sustained release of Lvx. NC system exhibited strong antibacterial and antibiofilm potential against  with a noticeable low minimal inhibitory concentration (MIC). MIC of CCNC was found to be 30 ± 0.1 μg/mL and CD-CCNC-Lvx was 20 ± 0.1 μg/mL for MDR ESBL-producing  The synergistic effect of NC upon conjugation with Lvx showed incredible activity with 30 mm zone of inhibition and 68% biofilm inhibition. Flow cytometry analysis revealed treated  cells showed 58.69% reduction in cell viability. SEM images of treated bacterial cells showed morphological changes, which were also confirmed by our flow cytometry findings leading to cell membrane damage in  NC system also downregulated the  gene in  The hemolytic analysis proved biocompatibility with human red blood cells (RBCs). It is concluded that CCNC has the potential to be used as NC for target delivery of antibiotics and may combat toxicity of antibiotics as the inhibition of  was noticed at low MIC concentration."
2,"Occurrence of Carriage of Multidrug Resistant Enterobacteriaceae among Pregnant Women in the Primary Health Center and Hospital Setting in Surabaya, Indonesia.  The incidence of healthy individuals carrying multidrug resistant Enterobacteriaceae, including extended-spectrum β-lactamase producing Enterobacteriaceae (ESBL-E), especially extended-spectrum β-lactamase producing  (ESBL-EC) and extended-spectrum β-lactamase producing  (ESBL-KP), is increasing worldwide. Although ESBL-E causes early or late onset of neonatal sepsis, the prevalence of ESBL-E carriage among pregnant women in Indonesia is not clear. In the present study, we compared the occurrence of carriage of ESBL-E among pregnant women in a primary health center (PHC) versus two hospitals.  We collected rectal swab samples from 200 pregnant women who visited a PHC or were admitted to two hospitals in Surabaya, Indonesia from July to October 2018. The ESBL-E strains were isolated from the samples and phenotypically and genotypically analyzed.  ESBL-E strains were isolated from 25 (24.8%) pregnant women who visited the PHC and 49 (49.5%) pregnant women who were admitted to the hospitals. The rate of ESBL-E carriage of pregnant women in the hospitals was significantly higher than that in the PHC. Among the 74 isolated ESBL-E strains, ESBL-EC was most frequently isolated (62 strains), followed by ESBL-KP (12 strains). In addition,  was the most frequent ESBL gene type of the isolated ESBL-E strains.  Our results revealed the high occurrence of ESBL-E carriage in pregnant women, especially those who were admitted to the hospitals."
2,"Predominance of genetically diverse ESBL Escherichia coli identified in resistance mapping of Vembanad Lake, the largest fresh-cum-brackishwater lake of India. Antimicrobial resistance (AMR) burden in Escherichia coli along the 90 km stretch of Vembanad Lake, Kerala, India, was assessed. Seventy-seven percent of water samples drawn from 35 different stations of the lake harbored E. coli. Antibiotic susceptibility test performed on 116 E. coli isolates revealed resistance to ≥ one antibiotic with 39 AMR profiles in 81%, multidrug resistance in 30%, and extended spectrum β-lactamase (ESBL) producers in 32%. Of all the 15 antibiotics tested, the probability of isolating cefotaxime-resistant E. coli was the highest (P ≤ 0.05) in the lake. Genetically diverse ESBL types, namely bla, bla, bla, bla, bla, and bla, were identified in the lake. This is probably the first report in India for the presence of bla (bla) in the Vembanad Lake. ST11439 and single and double loci variants of ST443 and ST4533 were identified in multilocus sequence typing (MLST). Inc plasmids (B/O, F, W, I1, FIIA, HI1, P-1α, K/B, and N) identified in the lake evidences the resistance transmission potential of the E. coli isolated from the lake. Molecular typing (ERIC-PCR, MLST, and PBRT) delineated diverse E. coli, both between and within the sampling stations. Low multiple antibiotic resistance index (average MAR< 0.2) indicates a lower risk of the lake to the human population, but the occurrence of genetically diverse ESBL E. coli in the Vembanad Lake signals health hazards and necessitates pragmatic control measures."
2,"CTX-M-15 Positive  and  Outbreak in the Neonatal Intensive Care Unit of a Maternity Hospital in Ha'il, Saudi Arabia. The aim of this study was to retrospectively characterize  and  isolates obtained from neonates during a suspected NICU outbreak of infection in Ha'il, Saudi Arabia during a period of one month (April 2014)."
2,"Molecular Epidemiology and Risk Factors for Extended-Spectrum β-Lactamase-Producing Enterobacterales in Long-Term Care Residents. We aimed to assess the burden of extended-spectrum β-lactamase (ESBL)-producing Enterobacterales in Swiss long-term care facilities (LTCFs) to describe the molecular epidemiology, describe the intrainstitutional and regional clusters of resistant pathogens, and identify independent institution- and resident-level factors associated with colonization."
2,"Dynamics of extended-spectrum beta-lactamase-producing  colonization in long-term carriers following travel abroad. Travel to tropical regions is associated with high risk of acquiring extended-spectrum beta-lactamase-producing  (ESBL-E) that are typically cleared in less than 3 months following return. The conditions leading to persistent carriage that exceeds 3 months in some travellers require investigation. Whole-genome sequencing (Illumina MiSeq) was performed on the 82 ESBL-E isolates detected upon return and 1, 2, 3, 6 and 12 months later from the stools of 11 long-term (>3 months) ESBL-E carriers following travel abroad. One to five different ESBL  strains were detected per traveller upon return, and this diminished to one after 3 months. Long-term carriage was due to the presence of the same ESBL  strain, for more than 3 months, in 9 out of 11 travellers, belonging to epidemic sequence type complexes (STc 10, 14, 38, 69, 131 and 648). The mean carriage duration of strains belonging to phylogroups B2/D/F, associated with extra-intestinal virulence, was higher than that for commensal-associated A/B1/E phylogroups (3.5 vs 0.5 months, =0.021). Genes encoding iron capture systems (), toxins (, ), adhesins (, , ) and colicin () were more often present in persistent strains than in transient ones. Single-nucleotide polymorphism (SNP) analysis in persistent strains showed a maximum divergence of eight SNPs over 12 months without signs of adaptation. Genomic plasticity was observed during the follow-up with the loss or gain of mobile genetic elements such as plasmids, integrons and/or transposons that may contain resistance genes at different points in the follow-up. Long-term colonization of ESBL-E following travel is primarily due to the acquisition of  strains belonging to epidemic clones and harbouring 'virulence genes', allowing good adaptation to the intestinal microbiota."
2,"Clinical and Molecular Findings of Infections Caused by Extended-Spectrum β-Lactamase-Producing  in Patients with Solid Tumors: A Single-Center Study. Infectious complications caused by multidrug-resistant bacteria are a serious clinical and therapeutic problem. Our study aimed to analyze the genetic characteristics of extended-spectrum β-lactamase-producing  (ESBL-E) that cause multidrug-resistant infections in patients with solid tumors. Identification of ESBL-encoding genes was performed by polymerase chain reaction (PCR) and sequencing. The clonal relationship of the isolates was evaluated by pulsed-field gel electrophoresis. Multilocus sequence typing (MLST) was carried out for selected  and  isolates. All  strains were classified into phylogenetic groups using the PCR-based approach. There were 735 patients with clinical symptoms of infections tested, of which 44 (6.0%) were positive for ESBL-E on genotypic testing. The most frequent organism was  ( = 24, 54.5%), followed by  ( = 13, 29.5%),  ( = 3, 6.8%),  cplx ( = 2, 4.5%), and  ( = 2, 4.5%). Overall, 31 (70.5%) of the ESBL-E isolates carried only -like genes, and the genes were found to be  ( = 30, 68.2%) or  ( = 1, 2.3%). Eleven strains (25%) had -like genes, mostly  ( = 10, 22.7%) and unique  ( = 1, 2.3%). One isolate possessed both  and  genes, and another one produced TEM-12 ESBL. MLST analysis revealed  sequence type (ST) 131 and ST361, and  ST16, ST307, and ST437. Among  isolates, the B2 phylogenetic group was predominant. Most of the strains showed resistance to third-generation cephalosporins and fluoroquinolones, and susceptibility to aminoglycosides and carbapenems. Patients with solid cancer and ESBL-E infections require special management since they are a population with a high threat of antibiotic-resistant infections. Carbapenems and aminoglycosides remain active antibiotics against these infections."
2,"Prevalence of MDR organism (MDRO) carriage in children and their household members in Siem Reap Province, Cambodia. The rising incidence of infections caused by MDR organisms (MDROs) poses a significant public health threat. However, little has been reported regarding community MDRO carriage in low- and middle-income countries."
2,"Extended Spectrum Beta-Lactamase  in River Waters Collected from Two Cities in Ghana, 2018-2020. Infections by Extended-Spectrum Beta-Lactamase producing  (ESBL-Ec) are on the increase in Ghana, but the level of environmental contamination with this organism, which may contribute to growing Antimicrobial Resistance (AMR), is unknown. Using the WHO OneHealth Tricycle Protocol, we investigated the contamination of  (Ec) and ESBL-Ec in two rivers in Ghana (Odaw in Accra and Okurudu in Kasoa) that receive effluents from human and animal wastewater hotspots over a 12-month period. Concentrations of Ec, ESBL-Ec and percent ESBL-Ec/Ec were determined per 100 mL sample. Of 96 samples, 94 (98%) were positive for ESBL-Ec. concentrations per 100 mL (MCs100) of ESBL-Ec and %ESBL-Ec from both rivers were 4.2 × 10 (IQR, 3.1 × 10-2.3 × 10) and 2.79 (IQR, 0.96-6.03), respectively. MCs100 were significantly lower in upstream waters: 1.8 × 10 (IQR, 9.0 × 10-3.9 × 10) as compared to downstream waters: 1.9 × 10 (IQR, 3.7 × 10-5.4 × 10). Both human and animal wastewater effluents contributed to the increased contamination downstream. This study revealed high levels of ESBL-Ec in rivers flowing through two cities in Ghana. There is a need to manage the sources of contamination as they may contribute to the acquisition and spread of ESBL-Ec in humans and animals, thereby contributing to AMR."
2,"Genetic Determinants of Resistance among ESBL-Producing  in Community and Hospital Settings in East, Central, and Southern Africa: A Systematic Review and Meta-Analysis of Prevalence. The world prevalence of community and hospital-acquired extended-spectrum lactamase (ESBL)-producing  is increasing tremendously. Bacteria harboring ESBLs are currently the number one critical pathogens posing a major threat to human health."
2,"Identity of  Carrying Plasmids in Sequential ESBL- Isolates from Patients with Recurrent Urinary Tract Infections. Plasmid-mediated multidrug resistance in  is becoming increasingly prevalent. Considering this global threat to human health, it is important to understand how plasmid-mediated resistance spreads. From a cohort of 123 patients with recurrent urinary tract infections (RUTI) due to extended spectrum beta-lactamase (ESBL)-producing  (ESBL ), only five events with a change of ESBL  strain between RUTI episodes were identified. Their  encoding plasmids were compared within each pair of isolates using optical DNA mapping (ODM) and PCR-based replicon typing. Despite similar  genes and replicon types, ODM detected only one case with identical plasmids in the sequential ESBL  strains, indicating that plasmid transfer could have occurred. For comparison, plasmids from seven patients with the same ESBL  strain reoccurring in both episodes were analyzed. These plasmids (encoding , , and ) were unaltered for up to six months between recurrent infections. Thus, transmission of  plasmids appears to be a rare event during the course of RUTI. Despite the limited number ( = 23) of plasmids investigated, similar - plasmids in unrelated isolates from different patients were detected, suggesting that some successful plasmids could be associated with specific strains, or are more easily transmitted."
